dataset_name,xyz_lr_c,xyz_lr_final_c,radius_lr_c,radius_lr_final_c,weights_lr_c,weights_lr_final_c,mean_training_loss,mean_density_field_loss
starling,0.05,0.7,0.2,0.9,0.14,0.8,111735.3828125,0.7061561734030777
starling,0.05,0.7,0.2,0.9,0.14,0.9,107744.462890625,0.7266709073537259
starling,0.05,0.7,0.2,0.9,0.2,0.7,108438.48046875,0.7427134266691647
starling,0.05,0.7,0.2,0.9,0.2,0.8,108242.005859375,0.7489847261379894
starling,0.05,0.7,0.2,0.9,0.2,0.9,109588.275390625,0.7255906816915196
starling,0.05,0.8,0.05,0.7,0.1,0.7,98875.10546875,0.5530431347471161
starling,0.05,0.8,0.05,0.7,0.1,0.8,97915.904296875,0.5554013147386965
starling,0.05,0.8,0.05,0.7,0.1,0.9,100021.126953125,0.549069786218142
starling,0.05,0.8,0.05,0.7,0.14,0.7,103409.607421875,0.5773309223356087
starling,0.05,0.8,0.05,0.7,0.14,0.8,103367.884765625,0.5798249438915368
starling,0.05,0.8,0.05,0.7,0.14,0.9,103909.419921875,0.579612009117821
starling,0.05,0.8,0.05,0.7,0.2,0.7,105796.060546875,0.6155305783320781
starling,0.05,0.8,0.05,0.7,0.2,0.8,105569.845703125,0.6051564245373797
starling,0.05,0.8,0.05,0.7,0.2,0.9,106264.47265625,0.6015068195194126
starling,0.05,0.8,0.05,0.8,0.1,0.7,98474.7578125,0.5490032330206542
starling,0.05,0.8,0.05,0.8,0.1,0.8,98345.53515625,0.5545957689807637
starling,0.05,0.8,0.05,0.8,0.1,0.9,100643.28125,0.551628331370232
starling,0.05,0.8,0.05,0.8,0.14,0.7,103906.4765625,0.5735380036944853
starling,0.05,0.8,0.05,0.8,0.14,0.8,102780.181640625,0.5735791577462939
starling,0.05,0.8,0.05,0.8,0.14,0.9,104280.771484375,0.5769131831049777
starling,0.05,0.8,0.05,0.8,0.2,0.7,104991.392578125,0.6148853081947656
starling,0.05,0.8,0.05,0.8,0.2,0.8,105831.369140625,0.614588553253518
starling,0.05,0.8,0.05,0.8,0.2,0.9,106591.47265625,0.6016946290935572
starling,0.05,0.8,0.05,0.9,0.1,0.7,97547.599609375,0.5540193972990456
starling,0.05,0.8,0.05,0.9,0.1,0.8,98739.2578125,0.5534845716570066
starling,0.05,0.8,0.05,0.9,0.1,0.9,100541.77734375,0.5537526183383767
starling,0.05,0.8,0.05,0.9,0.14,0.7,102582.1484375,0.5709982655093344
starling,0.05,0.8,0.05,0.9,0.14,0.8,102431.333984375,0.5708410279832146
starling,0.05,0.8,0.05,0.9,0.14,0.9,103093.6484375,0.5770874816286122
starling,0.05,0.8,0.05,0.9,0.2,0.7,103025.419921875,0.6142266149908169
starling,0.05,0.8,0.05,0.9,0.2,0.8,103926.3984375,0.6196048560998793
starling,0.05,0.8,0.05,0.9,0.2,0.9,104693.412109375,0.6097216726225316
starling,0.05,0.8,0.1,0.7,0.1,0.7,94959.9765625,0.6888985590076291
starling,0.05,0.8,0.1,0.7,0.1,0.8,95948.04296875,0.6804083998903796
starling,0.05,0.8,0.1,0.7,0.1,0.9,96569.27734375,0.6912761929261068
starling,0.05,0.8,0.1,0.7,0.14,0.7,94052.705078125,0.66246511402384
starling,0.05,0.8,0.1,0.7,0.14,0.8,93722.42578125,0.6634173199062317
starling,0.05,0.8,0.1,0.7,0.14,0.9,93241.423828125,0.6527226727102445
starling,0.05,0.8,0.1,0.7,0.2,0.7,103354.494140625,0.7211869199494418
starling,0.05,0.8,0.1,0.7,0.2,0.8,104440.49609375,0.7168801147044261
starling,0.05,0.8,0.1,0.7,0.2,0.9,104706.619140625,0.7163430597543324
starling,0.05,0.8,0.1,0.8,0.1,0.7,95425.935546875,0.6827202868979553
starling,0.05,0.8,0.1,0.8,0.1,0.8,95684.671875,0.6849831195004257
starling,0.05,0.8,0.1,0.8,0.1,0.9,94600.669921875,0.6844139496325092
starling,0.05,0.8,0.1,0.8,0.14,0.7,92497.935546875,0.6638260866743402
starling,0.05,0.8,0.1,0.8,0.14,0.8,93189.173828125,0.6586783115551627
starling,0.05,0.8,0.1,0.8,0.14,0.9,93064.3046875,0.656305893686149
starling,0.05,0.8,0.1,0.8,0.2,0.7,102440.1484375,0.7145135457115901
starling,0.05,0.8,0.1,0.8,0.2,0.8,104049.7734375,0.7207013780837987
starling,0.05,0.8,0.1,0.8,0.2,0.9,104656.4921875,0.7205843021750498
starling,0.05,0.8,0.1,0.9,0.1,0.7,95810.62890625,0.6883573567178284
starling,0.05,0.8,0.1,0.9,0.1,0.8,96578.052734375,0.6875757190201782
starling,0.05,0.8,0.1,0.9,0.1,0.9,96116.529296875,0.689309432163618
starling,0.05,0.8,0.1,0.9,0.14,0.7,93428.482421875,0.6568602060014832
starling,0.05,0.8,0.1,0.9,0.14,0.8,94009.208984375,0.6753724856804806
starling,0.05,0.8,0.1,0.9,0.14,0.9,95188.8671875,0.6619651572138625
starling,0.05,0.8,0.1,0.9,0.2,0.7,102943.43359375,0.7158078239524781
starling,0.05,0.8,0.1,0.9,0.2,0.8,104034.41015625,0.7188486560548857
starling,0.05,0.8,0.1,0.9,0.2,0.9,104424.759765625,0.7246171451510779
starling,0.05,0.8,0.2,0.7,0.1,0.7,106201.02734375,0.6458702278561652
starling,0.05,0.8,0.2,0.7,0.1,0.8,106751.806640625,0.6430507391226195
starling,0.05,0.8,0.2,0.7,0.1,0.9,105606.927734375,0.6385214220098998
starling,0.05,0.8,0.2,0.7,0.14,0.7,109909.224609375,0.6759201637005549
starling,0.05,0.8,0.2,0.7,0.14,0.8,109938.53125,0.6822548615722435
starling,0.05,0.8,0.2,0.7,0.14,0.9,108724.625,0.7058614323560222
starling,0.05,0.8,0.2,0.7,0.2,0.7,109230.3515625,0.716980546850233
starling,0.05,0.8,0.2,0.7,0.2,0.8,108339.4921875,0.722220486238518
starling,0.05,0.8,0.2,0.7,0.2,0.9,109410.166015625,0.7159244663138266
starling,0.05,0.8,0.2,0.8,0.1,0.7,106846.2421875,0.6445556691862736
starling,0.05,0.8,0.2,0.8,0.1,0.8,110348.357421875,0.637262966114899
starling,0.05,0.8,0.2,0.8,0.1,0.9,107651.2734375,0.6380723095937681
starling,0.05,0.8,0.2,0.8,0.14,0.7,110447.15625,0.685796507757197
starling,0.05,0.8,0.2,0.8,0.14,0.8,109737.283203125,0.7008547499493953
starling,0.05,0.8,0.2,0.8,0.14,0.9,111072.5,0.6983474086666859
starling,0.05,0.8,0.2,0.8,0.2,0.7,109226.3828125,0.7214642547989651
starling,0.05,0.8,0.2,0.8,0.2,0.8,109459.767578125,0.7169039710175217
starling,0.05,0.8,0.2,0.8,0.2,0.9,108314.9765625,0.7172265318913542
starling,0.05,0.8,0.2,0.9,0.1,0.7,108900.173828125,0.6678381727643722
starling,0.05,0.8,0.2,0.9,0.1,0.8,110575.357421875,0.6607834718640775
starling,0.05,0.8,0.2,0.9,0.1,0.9,110652.1171875,0.6588848360859125
starling,0.05,0.8,0.2,0.9,0.14,0.7,112390.373046875,0.673812585531884
starling,0.05,0.8,0.2,0.9,0.14,0.8,112783.3515625,0.6965323528975317
starling,0.05,0.8,0.2,0.9,0.14,0.9,110551.18359375,0.7148023288135867
starling,0.05,0.8,0.2,0.9,0.2,0.7,109536.421875,0.718077025798858
starling,0.05,0.8,0.2,0.9,0.2,0.8,109543.58203125,0.7302891612665088
starling,0.05,0.8,0.2,0.9,0.2,0.9,109400.689453125,0.7272099552837152
starling,0.05,0.9,0.05,0.7,0.1,0.7,98406.515625,0.5378858343428792
starling,0.05,0.9,0.05,0.7,0.1,0.8,99384.86328125,0.5343393036302351
starling,0.05,0.9,0.05,0.7,0.1,0.9,102425.9375,0.5308393118888468
starling,0.05,0.9,0.05,0.7,0.14,0.7,102913.775390625,0.5603389568822386
starling,0.05,0.9,0.05,0.7,0.14,0.8,103114.755859375,0.5666269418826289
starling,0.05,0.9,0.05,0.7,0.14,0.9,103937.19140625,0.5658961517652578
starling,0.05,0.9,0.05,0.7,0.2,0.7,106220.96484375,0.6106613077257697
starling,0.05,0.9,0.05,0.7,0.2,0.8,105891.75,0.6046569789631779
starling,0.05,0.9,0.05,0.7,0.2,0.9,107457.7734375,0.5965483773831721
starling,0.05,0.9,0.05,0.8,0.1,0.7,97259.421875,0.5451920064738922
starling,0.05,0.9,0.05,0.8,0.1,0.8,98365.548828125,0.5452195244127964
starling,0.05,0.9,0.05,0.8,0.1,0.9,99718.30859375,0.5403374994774884
starling,0.05,0.9,0.05,0.8,0.14,0.7,102601.673828125,0.5591900777440368
starling,0.05,0.9,0.05,0.8,0.14,0.8,102831.318359375,0.5584665074403452
starling,0.05,0.9,0.05,0.8,0.14,0.9,102871.123046875,0.5670865867181005
starling,0.05,0.9,0.05,0.8,0.2,0.7,103617.740234375,0.5983999928299893
starling,0.05,0.9,0.05,0.8,0.2,0.8,103647.224609375,0.6004687629095458
starling,0.05,0.9,0.05,0.8,0.2,0.9,107156.869140625,0.5992324556745605
starling,0.05,0.9,0.05,0.9,0.1,0.7,96495.77734375,0.5409625682352918
starling,0.05,0.9,0.05,0.9,0.1,0.8,99248.140625,0.5432824897775176
starling,0.05,0.9,0.05,0.9,0.1,0.9,99708.640625,0.5448285937221786
starling,0.05,0.9,0.05,0.9,0.14,0.7,101066.3359375,0.5574932257479994
starling,0.05,0.9,0.05,0.9,0.14,0.8,104049.046875,0.560842922282573
starling,0.05,0.9,0.05,0.9,0.14,0.9,104062.751953125,0.5693146804663636
starling,0.05,0.9,0.05,0.9,0.2,0.7,103035.74609375,0.594954472125825
starling,0.05,0.9,0.05,0.9,0.2,0.8,103846.611328125,0.5968935588805433
starling,0.05,0.9,0.05,0.9,0.2,0.9,103603.037109375,0.6100915940964808
starling,0.05,0.9,0.1,0.7,0.1,0.7,95603.451171875,0.6846627541765418
starling,0.05,0.9,0.1,0.7,0.1,0.8,95780.61328125,0.6919353262437635
starling,0.05,0.9,0.1,0.7,0.1,0.9,96797.150390625,0.6868174298589975
starling,0.05,0.9,0.1,0.7,0.14,0.7,91872.44140625,0.6557717694353463
starling,0.05,0.9,0.1,0.7,0.14,0.8,92095.416015625,0.658414633823499
starling,0.05,0.9,0.1,0.7,0.14,0.9,93717.12890625,0.6533149022857698
starling,0.05,0.9,0.1,0.7,0.2,0.7,98419.06640625,0.7872645995936882
starling,0.05,0.9,0.1,0.7,0.2,0.8,100345.953125,0.7914009700078608
starling,0.05,0.9,0.1,0.7,0.2,0.9,102675.685546875,0.7918757251263395
starling,0.05,0.9,0.1,0.8,0.1,0.7,97096.16796875,0.6865617262462972
starling,0.05,0.9,0.1,0.8,0.1,0.8,96190.849609375,0.6902525070979112
starling,0.05,0.9,0.1,0.8,0.1,0.9,96742.140625,0.6853141508685802
starling,0.05,0.9,0.1,0.8,0.14,0.7,94869.650390625,0.6594456781438343
starling,0.05,0.9,0.1,0.8,0.14,0.8,93894.634765625,0.6662943386426241
starling,0.05,0.9,0.1,0.8,0.14,0.9,97115.55859375,0.659334757997657
starling,0.05,0.9,0.1,0.8,0.2,0.7,101084.13671875,0.7920561243427973
starling,0.05,0.9,0.1,0.8,0.2,0.8,100120.41796875,0.7985871487288783
starling,0.05,0.9,0.1,0.8,0.2,0.9,101825.474609375,0.7949746654293575
starling,0.05,0.9,0.1,0.9,0.1,0.7,97120.806640625,0.6829068413932827
starling,0.05,0.9,0.1,0.9,0.1,0.8,97618.705078125,0.6887266458691709
starling,0.05,0.9,0.1,0.9,0.1,0.9,96771.208984375,0.6924485957827813
starling,0.05,0.9,0.1,0.9,0.14,0.7,94392.455078125,0.6741140648455463
starling,0.05,0.9,0.1,0.9,0.14,0.8,96201.287109375,0.670858342795545
starling,0.05,0.9,0.1,0.9,0.14,0.9,94707.66015625,0.6661316487421379
starling,0.05,0.9,0.1,0.9,0.2,0.7,99079.1015625,0.8007177847579324
starling,0.05,0.9,0.1,0.9,0.2,0.8,99689.99609375,0.7970368728152256
starling,0.05,0.9,0.1,0.9,0.2,0.9,101984.11328125,0.7905818406104691
starling,0.05,0.9,0.2,0.7,0.1,0.7,105803.693359375,0.6646293364272899
starling,0.05,0.9,0.2,0.7,0.1,0.8,108491.529296875,0.6534660271815229
starling,0.05,0.9,0.2,0.7,0.1,0.9,108500.625,0.6500423158388552
starling,0.05,0.9,0.2,0.7,0.14,0.7,109411.244140625,0.6760537260349895
starling,0.05,0.9,0.2,0.7,0.14,0.8,106844.486328125,0.6845871428310382
starling,0.05,0.9,0.2,0.7,0.14,0.9,108653.654296875,0.6959702906552676
starling,0.05,0.9,0.2,0.7,0.2,0.7,106283.560546875,0.7225821859491985
starling,0.05,0.9,0.2,0.7,0.2,0.8,111385.69921875,0.7009123191434166
starling,0.05,0.9,0.2,0.7,0.2,0.9,108217.20703125,0.7047920250211606
starling,0.05,0.9,0.2,0.8,0.1,0.7,111371.265625,0.6550131683060096
starling,0.05,0.9,0.2,0.8,0.1,0.8,112018.23828125,0.662938651070822
starling,0.05,0.9,0.2,0.8,0.1,0.9,111938.96484375,0.6478922352859959
starling,0.05,0.9,0.2,0.8,0.14,0.7,110283.02734375,0.6848135729488918
starling,0.05,0.9,0.2,0.8,0.14,0.8,109935.693359375,0.6883180956383348
starling,0.05,0.9,0.2,0.8,0.14,0.9,111157.15625,0.6956544756769589
starling,0.05,0.9,0.2,0.8,0.2,0.7,106484.36328125,0.7263802261804939
starling,0.05,0.9,0.2,0.8,0.2,0.8,108642.189453125,0.7046819079768961
starling,0.05,0.9,0.2,0.8,0.2,0.9,111073.40234375,0.7109777535935503
starling,0.05,0.9,0.2,0.9,0.1,0.7,110360.591796875,0.6584395962194254
starling,0.05,0.9,0.2,0.9,0.1,0.8,108949.482421875,0.6409131361739937
starling,0.05,0.9,0.2,0.9,0.1,0.9,108524.1328125,0.6453130905818767
starling,0.05,0.9,0.2,0.9,0.14,0.7,110659.205078125,0.677594292241237
starling,0.05,0.9,0.2,0.9,0.14,0.8,114266.728515625,0.6662004333424676
starling,0.05,0.9,0.2,0.9,0.14,0.9,110475.904296875,0.6781555958527566
starling,0.05,0.9,0.2,0.9,0.2,0.7,109960.669921875,0.7264886980997474
starling,0.05,0.9,0.2,0.9,0.2,0.8,115308.279296875,0.7366844106675965
starling,0.05,0.9,0.2,0.9,0.2,0.9,108775.146484375,0.7104143469187771
starling,0.1,0.7,0.05,0.7,0.1,0.7,105749.396484375,0.6314375089839372
starling,0.1,0.7,0.05,0.7,0.1,0.8,106157.978515625,0.6317154053875573
starling,0.1,0.7,0.05,0.7,0.1,0.9,107028.763671875,0.6344604809802701
starling,0.1,0.7,0.05,0.7,0.14,0.7,100418.41015625,0.4942108846217472
starling,0.1,0.7,0.05,0.7,0.14,0.8,102427.998046875,0.4968608122735195
starling,0.1,0.7,0.05,0.7,0.14,0.9,101623.013671875,0.5234523336268342
starling,0.1,0.7,0.05,0.7,0.2,0.7,108360.388671875,0.5741980277897536
starling,0.1,0.7,0.05,0.7,0.2,0.8,107959.765625,0.5817906991477815
starling,0.1,0.7,0.05,0.7,0.2,0.9,109486.712890625,0.5805036454710857
starling,0.1,0.7,0.05,0.8,0.1,0.7,104779.326171875,0.6355767136737678
starling,0.1,0.7,0.05,0.8,0.1,0.8,108481.412109375,0.6383808076846795
starling,0.1,0.7,0.05,0.8,0.1,0.9,107875.81640625,0.6212001347447755
starling,0.1,0.7,0.05,0.8,0.14,0.7,101893.41796875,0.49731387967505725
starling,0.1,0.7,0.05,0.8,0.14,0.8,99678.79296875,0.4828050446467881
starling,0.1,0.7,0.05,0.8,0.14,0.9,102247.689453125,0.5145158495603717
starling,0.1,0.7,0.05,0.8,0.2,0.7,108178.94921875,0.5746625500936376
starling,0.1,0.7,0.05,0.8,0.2,0.8,107483.30859375,0.5776418633941995
starling,0.1,0.7,0.05,0.8,0.2,0.9,108641.494140625,0.5741680771046574
starling,0.1,0.7,0.05,0.9,0.1,0.7,106938.857421875,0.6280745991696094
starling,0.1,0.7,0.05,0.9,0.1,0.8,105963.064453125,0.6266629093107854
starling,0.1,0.7,0.05,0.9,0.1,0.9,107836.578125,0.6130314152520033
starling,0.1,0.7,0.05,0.9,0.14,0.7,100204.296875,0.5045892705982127
starling,0.1,0.7,0.05,0.9,0.14,0.8,100948.0,0.49009795884657414
starling,0.1,0.7,0.05,0.9,0.14,0.9,101581.33203125,0.48347700055530946
starling,0.1,0.7,0.05,0.9,0.2,0.7,109047.8671875,0.5630077481997369
starling,0.1,0.7,0.05,0.9,0.2,0.8,110850.271484375,0.5648344670390224
starling,0.1,0.7,0.05,0.9,0.2,0.9,107175.55078125,0.5754344348920413
starling,0.1,0.7,0.1,0.7,0.1,0.7,102705.41796875,0.5825147523734611
starling,0.1,0.7,0.1,0.7,0.1,0.8,105365.69140625,0.5812652056250659
starling,0.1,0.7,0.1,0.7,0.1,0.9,104594.642578125,0.5700350225300506
starling,0.1,0.7,0.1,0.7,0.14,0.7,102841.693359375,0.6354993849204758
starling,0.1,0.7,0.1,0.7,0.14,0.8,104767.24609375,0.665353876877971
starling,0.1,0.7,0.1,0.7,0.14,0.9,106325.99609375,0.6712501055157439
starling,0.1,0.7,0.1,0.7,0.2,0.7,117246.287109375,0.6219222364584849
starling,0.1,0.7,0.1,0.7,0.2,0.8,116376.65234375,0.6353455448193706
starling,0.1,0.7,0.1,0.7,0.2,0.9,119420.896484375,0.6098234958091644
starling,0.1,0.7,0.1,0.8,0.1,0.7,104531.7890625,0.568172214858677
starling,0.1,0.7,0.1,0.8,0.1,0.8,106154.6875,0.5428468474579615
starling,0.1,0.7,0.1,0.8,0.1,0.9,106125.8671875,0.5385952982911838
starling,0.1,0.7,0.1,0.8,0.14,0.7,103762.0234375,0.6119096282183398
starling,0.1,0.7,0.1,0.8,0.14,0.8,104958.177734375,0.6343791173890675
starling,0.1,0.7,0.1,0.8,0.14,0.9,104616.021484375,0.6484227425385829
starling,0.1,0.7,0.1,0.8,0.2,0.7,115997.0,0.6335774670633874
starling,0.1,0.7,0.1,0.8,0.2,0.8,118010.1875,0.6334786596596205
starling,0.1,0.7,0.1,0.8,0.2,0.9,117773.154296875,0.6244003183302824
starling,0.1,0.7,0.1,0.9,0.1,0.7,105101.650390625,0.5313402634658326
starling,0.1,0.7,0.1,0.9,0.1,0.8,103646.951171875,0.5251034507179757
starling,0.1,0.7,0.1,0.9,0.1,0.9,102629.5390625,0.5212524657839949
starling,0.1,0.7,0.1,0.9,0.14,0.7,104622.287109375,0.6358602054287531
starling,0.1,0.7,0.1,0.9,0.14,0.8,109059.345703125,0.6420817022253744
starling,0.1,0.7,0.1,0.9,0.14,0.9,106029.609375,0.6324391990608526
starling,0.1,0.7,0.1,0.9,0.2,0.7,118707.576171875,0.6351875145056762
starling,0.1,0.7,0.1,0.9,0.2,0.8,116982.46484375,0.6260903019710521
starling,0.1,0.7,0.1,0.9,0.2,0.9,119772.283203125,0.6231052434521669
starling,0.1,0.7,0.2,0.7,0.1,0.7,107629.73828125,0.6637025990540351
starling,0.1,0.7,0.2,0.7,0.1,0.8,109185.7578125,0.6718607286849723
starling,0.1,0.7,0.2,0.7,0.1,0.9,106830.369140625,0.700418576740024
starling,0.1,0.7,0.2,0.7,0.14,0.7,115025.056640625,0.6693187678059862
starling,0.1,0.7,0.2,0.7,0.14,0.8,116320.7109375,0.7029734382244325
starling,0.1,0.7,0.2,0.7,0.14,0.9,119402.720703125,0.6900264882656131
starling,0.1,0.7,0.2,0.7,0.2,0.7,122490.51171875,0.723695429276908
starling,0.1,0.7,0.2,0.7,0.2,0.8,121207.974609375,0.7203540492144691
starling,0.1,0.7,0.2,0.7,0.2,0.9,120319.033203125,0.7305438360120491
starling,0.1,0.7,0.2,0.8,0.1,0.7,111409.61328125,0.669459680711654
starling,0.1,0.7,0.2,0.8,0.1,0.8,111931.380859375,0.668094784937958
starling,0.1,0.7,0.2,0.8,0.1,0.9,108030.142578125,0.6756319485959957
starling,0.1,0.7,0.2,0.8,0.14,0.7,121678.65625,0.645678070779683
starling,0.1,0.7,0.2,0.8,0.14,0.8,119337.91015625,0.6460305113316211
starling,0.1,0.7,0.2,0.8,0.14,0.9,117987.47265625,0.6907767878466976
starling,0.1,0.7,0.2,0.8,0.2,0.7,121184.43359375,0.7310406513689676
starling,0.1,0.7,0.2,0.8,0.2,0.8,122205.8671875,0.7218098542545563
starling,0.1,0.7,0.2,0.8,0.2,0.9,121006.962890625,0.7234221037270423
starling,0.1,0.7,0.2,0.9,0.1,0.7,112033.998046875,0.6898590369264721
starling,0.1,0.7,0.2,0.9,0.1,0.8,111265.6953125,0.6678602149109106
starling,0.1,0.7,0.2,0.9,0.1,0.9,117187.65234375,0.6856187752842997
starling,0.1,0.7,0.2,0.9,0.14,0.7,122669.54296875,0.6462311239675401
starling,0.1,0.7,0.2,0.9,0.14,0.8,119315.60546875,0.6327397828832059
starling,0.1,0.7,0.2,0.9,0.14,0.9,119743.76953125,0.6182542782338708
starling,0.1,0.7,0.2,0.9,0.2,0.7,119580.873046875,0.7574560718936192
starling,0.1,0.7,0.2,0.9,0.2,0.8,126525.216796875,0.7364409682148366
starling,0.1,0.7,0.2,0.9,0.2,0.9,121641.408203125,0.7293700945510022
starling,0.1,0.8,0.05,0.7,0.1,0.7,104348.60546875,0.6150454424723162
starling,0.1,0.8,0.05,0.7,0.1,0.8,105270.962890625,0.6148386257307911
starling,0.1,0.8,0.05,0.7,0.1,0.9,107153.55078125,0.6112030921651628
starling,0.1,0.8,0.05,0.7,0.14,0.7,103093.619140625,0.4991867566030803
starling,0.1,0.8,0.05,0.7,0.14,0.8,103555.404296875,0.49296055587461163
starling,0.1,0.8,0.05,0.7,0.14,0.9,106562.9453125,0.5194350617413064
starling,0.1,0.8,0.05,0.7,0.2,0.7,109521.1484375,0.5758969239451879
starling,0.1,0.8,0.05,0.7,0.2,0.8,111957.89453125,0.5782488019298968
starling,0.1,0.8,0.05,0.7,0.2,0.9,114200.73046875,0.5728386174117188
starling,0.1,0.8,0.05,0.8,0.1,0.7,105064.89453125,0.6130110841371188
starling,0.1,0.8,0.05,0.8,0.1,0.8,108185.298828125,0.6115478352972014
starling,0.1,0.8,0.05,0.8,0.1,0.9,108072.833984375,0.6072445333089527
starling,0.1,0.8,0.05,0.8,0.14,0.7,103976.333984375,0.4866499822457666
starling,0.1,0.8,0.05,0.8,0.14,0.8,102600.00390625,0.4769092703864265
starling,0.1,0.8,0.05,0.8,0.14,0.9,103208.0,0.47690955144762937
starling,0.1,0.8,0.05,0.8,0.2,0.7,111861.236328125,0.5741501713167754
starling,0.1,0.8,0.05,0.8,0.2,0.8,111904.701171875,0.5653341178993863
starling,0.1,0.8,0.05,0.8,0.2,0.9,114203.78515625,0.5694919291791976
starling,0.1,0.8,0.05,0.9,0.1,0.7,105639.25390625,0.6177020368479855
starling,0.1,0.8,0.05,0.9,0.1,0.8,107368.53515625,0.6114225466683332
starling,0.1,0.8,0.05,0.9,0.1,0.9,111749.765625,0.6197325149407558
starling,0.1,0.8,0.05,0.9,0.14,0.7,104326.841796875,0.4841887632360201
starling,0.1,0.8,0.05,0.9,0.14,0.8,106835.216796875,0.4876442368692492
starling,0.1,0.8,0.05,0.9,0.14,0.9,103061.994140625,0.483949236469271
starling,0.1,0.8,0.05,0.9,0.2,0.7,108838.587890625,0.5885576217914966
starling,0.1,0.8,0.05,0.9,0.2,0.8,113133.421875,0.5787012054838904
starling,0.1,0.8,0.05,0.9,0.2,0.9,109811.16015625,0.5709669475473538
starling,0.1,0.8,0.1,0.7,0.1,0.7,106621.298828125,0.5877641460468495
starling,0.1,0.8,0.1,0.7,0.1,0.8,106958.689453125,0.5882322182488618
starling,0.1,0.8,0.1,0.7,0.1,0.9,107922.953125,0.5840435930000246
starling,0.1,0.8,0.1,0.7,0.14,0.7,107787.529296875,0.6411274904453585
starling,0.1,0.8,0.1,0.7,0.14,0.8,108924.138671875,0.6204567276155881
starling,0.1,0.8,0.1,0.7,0.14,0.9,107552.076171875,0.6732702972079698
starling,0.1,0.8,0.1,0.7,0.2,0.7,120895.091796875,0.6431488135176895
starling,0.1,0.8,0.1,0.7,0.2,0.8,119275.416015625,0.6437538862846264
starling,0.1,0.8,0.1,0.7,0.2,0.9,123116.1328125,0.6476089633067978
starling,0.1,0.8,0.1,0.8,0.1,0.7,104355.935546875,0.5819271107255464
starling,0.1,0.8,0.1,0.8,0.1,0.8,108449.357421875,0.5808462426233978
starling,0.1,0.8,0.1,0.8,0.1,0.9,108146.16796875,0.586578699298683
starling,0.1,0.8,0.1,0.8,0.14,0.7,107346.978515625,0.6762656699602851
starling,0.1,0.8,0.1,0.8,0.14,0.8,107879.203125,0.6744301385992081
starling,0.1,0.8,0.1,0.8,0.14,0.9,108570.888671875,0.6782322024489851
starling,0.1,0.8,0.1,0.8,0.2,0.7,117005.330078125,0.6163390582403399
starling,0.1,0.8,0.1,0.8,0.2,0.8,122114.306640625,0.6424278623591647
starling,0.1,0.8,0.1,0.8,0.2,0.9,122172.81640625,0.6536822555464572
starling,0.1,0.8,0.1,0.9,0.1,0.7,103688.158203125,0.6020870162990926
starling,0.1,0.8,0.1,0.9,0.1,0.8,107284.685546875,0.5585941291098344
starling,0.1,0.8,0.1,0.9,0.1,0.9,111552.8046875,0.5592574188663191
starling,0.1,0.8,0.1,0.9,0.14,0.7,106866.203125,0.6691211002653764
starling,0.1,0.8,0.1,0.9,0.14,0.8,109271.0,0.6761493992163354
starling,0.1,0.8,0.1,0.9,0.14,0.9,106203.923828125,0.6766776341758238
starling,0.1,0.8,0.1,0.9,0.2,0.7,121011.103515625,0.6398014081673851
starling,0.1,0.8,0.1,0.9,0.2,0.8,119341.796875,0.6519754038774357
starling,0.1,0.8,0.1,0.9,0.2,0.9,119514.984375,0.6290152736528928
starling,0.1,0.8,0.2,0.7,0.1,0.7,110265.591796875,0.6943280594466585
starling,0.1,0.8,0.2,0.7,0.1,0.8,112490.84375,0.6977081246482644
starling,0.1,0.8,0.2,0.7,0.1,0.9,116714.212890625,0.720229019750396
starling,0.1,0.8,0.2,0.7,0.14,0.7,115801.345703125,0.6521532661977827
starling,0.1,0.8,0.2,0.7,0.14,0.8,119573.326171875,0.6754601309557888
starling,0.1,0.8,0.2,0.7,0.14,0.9,120466.501953125,0.6676266449903819
starling,0.1,0.8,0.2,0.7,0.2,0.7,122045.119140625,0.705525090264252
starling,0.1,0.8,0.2,0.7,0.2,0.8,121190.916015625,0.708889117848438
starling,0.1,0.8,0.2,0.7,0.2,0.9,125024.693359375,0.7363273570255472
starling,0.1,0.8,0.2,0.8,0.1,0.7,120032.46484375,0.6745527465071575
starling,0.1,0.8,0.2,0.8,0.1,0.8,118817.11328125,0.6658329598572799
starling,0.1,0.8,0.2,0.8,0.1,0.9,115543.638671875,0.7061375317778689
starling,0.1,0.8,0.2,0.8,0.14,0.7,126797.6171875,0.6629542541659137
starling,0.1,0.8,0.2,0.8,0.14,0.8,122959.232421875,0.6381704474006533
starling,0.1,0.8,0.2,0.8,0.14,0.9,123128.384765625,0.6799655643106554
starling,0.1,0.8,0.2,0.8,0.2,0.7,122698.029296875,0.7161432260195141
starling,0.1,0.8,0.2,0.8,0.2,0.8,124486.599609375,0.7284161529262707
starling,0.1,0.8,0.2,0.8,0.2,0.9,121143.75,0.7444274505700472
starling,0.1,0.8,0.2,0.9,0.1,0.7,118511.0078125,0.6823581049262933
starling,0.1,0.8,0.2,0.9,0.1,0.8,122467.541015625,0.6743566773108518
starling,0.1,0.8,0.2,0.9,0.1,0.9,119144.79296875,0.691180311113773
starling,0.1,0.8,0.2,0.9,0.14,0.7,128859.60546875,0.6631682252891424
starling,0.1,0.8,0.2,0.9,0.14,0.8,119691.53515625,0.6355330429012673
