dataset_name,xyz_lr_c,xyz_lr_final_c,radius_lr_c,radius_lr_final_c,weights_lr_c,weights_lr_final_c,mean_training_loss,mean_density_field_loss
starling,0.01,0.9,0.1,0.7,0.2,0.9,105702.982421875,0.8331412083784003
starling,0.01,0.9,0.1,0.8,0.1,0.7,93404.970703125,0.748168735015929
starling,0.01,0.9,0.1,0.8,0.1,0.8,92897.03515625,0.7460052302760414
starling,0.01,0.9,0.1,0.8,0.1,0.9,92726.369140625,0.7469737997164508
starling,0.01,0.9,0.1,0.8,0.14,0.7,93566.017578125,0.7878333818867764
starling,0.01,0.9,0.1,0.8,0.14,0.8,93562.083984375,0.7899280880679702
starling,0.01,0.9,0.1,0.8,0.14,0.9,93739.599609375,0.7940810634947272
starling,0.01,0.9,0.1,0.8,0.2,0.7,104682.0859375,0.835881260997076
starling,0.01,0.9,0.1,0.8,0.2,0.8,105425.142578125,0.8362642439001383
starling,0.01,0.9,0.1,0.8,0.2,0.9,105334.283203125,0.8319382388727723
starling,0.01,0.9,0.1,0.9,0.1,0.7,93291.603515625,0.7463258998226019
starling,0.01,0.9,0.1,0.9,0.1,0.8,92675.5390625,0.7466474035604916
starling,0.01,0.9,0.1,0.9,0.1,0.9,92488.189453125,0.7483170035814444
starling,0.01,0.9,0.1,0.9,0.14,0.7,93547.984375,0.7878883526051773
starling,0.01,0.9,0.1,0.9,0.14,0.8,93424.57421875,0.7909257269850277
starling,0.01,0.9,0.1,0.9,0.14,0.9,94010.5859375,0.7905700762472857
starling,0.01,0.9,0.1,0.9,0.2,0.7,105845.25390625,0.8309444396768231
starling,0.01,0.9,0.1,0.9,0.2,0.8,105073.521484375,0.8359949427759128
starling,0.01,0.9,0.1,0.9,0.2,0.9,105773.974609375,0.8337871859072044
starling,0.01,0.9,0.2,0.7,0.1,0.7,108088.6875,0.8172275206299581
starling,0.01,0.9,0.2,0.7,0.1,0.8,107929.45703125,0.8121181118169367
starling,0.01,0.9,0.2,0.7,0.1,0.9,108587.822265625,0.8140668986530768
starling,0.01,0.9,0.2,0.7,0.14,0.7,107486.224609375,0.8274496729395453
starling,0.01,0.9,0.2,0.7,0.14,0.8,107497.423828125,0.8196898667740597
starling,0.01,0.9,0.2,0.7,0.14,0.9,106585.71484375,0.8222079106693696
